Registrace,Věk,Id,Evidenční číslo,Jednotka,Typ jednotky,Typ členství,Rok vstupu
2014,17,88D4FD6D612B8F53F94C663CD4B3C8CA,724.06.052-1,Světlušky,Oddíl,Řádné,2004
2014,17,88D4FD6D612B8F53F94C663CD4B3C8CA,724.06.051-2,Slůňata,Oddíl,Hostování,2004
2014,10,9D1F5B19E2F8AA1D1E35CA89CE4A7E49,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2008
2014,13,9A380207DA6BE8FD5BEF03BFFC16926B,724.06.052-7,Antares,Oddíl,Řádné,2008
2014,7,C9E5766726A9745880C4644E0A9D930A,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2014,8,5E6F959FFC4B77C87A3CF581C2F5A36A,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2014,14,FD0F96B60290ADDE5F982DBA2300C707,724.06.051-6,Albion,Oddíl,Řádné,2014
2014,8,2A86811267ACED3BA304531522800EF3,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2014,11,DE59C5823405C0B21E3CEB742DBA6C7E,724.06.052-7,Antares,Oddíl,Řádné,2009
2014,18,DFA39DCE288F4DEAF0C582E57B7186F7,724.06.051-6,Albion,Oddíl,Řádné,2004
2014,18,DFA39DCE288F4DEAF0C582E57B7186F7,724.06.051-2,Slůňata,Oddíl,Hostování,2004
2014,18,EAA89BF5BBAEB0BA4731A92798929179,724.06.052-5,Medvědice,Oddíl,Řádné,2004
2014,19,5E69F78DAA418D316EC4A32535A3B32D,724.06.052-1,Světlušky,Oddíl,Řádné,2006
2014,8,5904BAE3C0B3CEBB9B89E84CFF6ACCA1,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2011
2014,8,7F0061D034616B3BF6ACBC094829A4C7,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2011
2014,11,F74C49863CF4456A215054924CF23ED1,724.06.052-7,Antares,Oddíl,Řádné,2007
2014,10,13E9F1A1E8056AE54ECEB627DD00D47C,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2008
2014,17,AD7ED0A0D22B7807E24A0D1432278D56,724.06.052-7,Antares,Oddíl,Řádné,2004
2014,5,E8CFED56F308FD034A13F2657DDE58DC,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2014,13,F93FAAA1951379345D1679B2AB59F89A,724.06.052-5,Medvědice,Oddíl,Řádné,2008
2014,16,4E134D977B33C28AFB529FE50E12B604,724.06.051-2,Slůňata,Oddíl,Řádné,2000
2014,8,1BE494FC1119FF7502E3885548655A19,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2014,10,8383F5145D7D8DDC2716FC03F67A08FF,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2014,10,7B40E2FDE05D0C5A8F2931CBA5E1E3E7,724.06.052-1,Světlušky,Oddíl,Řádné,2012
2014,7,A8AB0B86418A4988245A91A5152CD872,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2011
2014,9,906B66B984F2FA57646154F365DDF9DD,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2014,5,C4F9067D107049F63F702952A6825533,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2014,17,0373A53BF01FD1B484B1FCB2DEDE213C,724.06.052-1,Světlušky,Oddíl,Řádné,2014
2014,19,564407A9D2D4CDEEC8834BF20F28CC80,724.06.052-5,Medvědice,Oddíl,Řádné,2000
2014,15,822C26AC48B36CD9E8A236FC9EA7E85A,724.06.051-6,Albion,Oddíl,Řádné,2005
2013,9,2ADD97F0A8E21F792C3DD9751584B0B1,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2013,11,7093CDD06A9C8C819002A0C83F931DAA,724.06.052-5,Medvědice,Oddíl,Řádné,2010
2013,11,BE0D7960F7B34DED73A0D1FF76A8868A,724.06.052-7,Antares,Oddíl,Řádné,2011
2013,17,BCB50BD9B7399CED49E5B7A24E488869,724.06.052-5,Medvědice,Oddíl,Řádné,2001
2013,7,E4BC7591C0A2597852E189F8D9014E45,724.06.052-1,Světlušky,Oddíl,Řádné,2012
2013,10,54570A2CBCB7FE9D689D8B2C08B8FC63,724.06.052-1,Světlušky,Oddíl,Řádné,2012
2013,16,636F3D996033A00393C60EEC4FFC9579,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2000
2013,18,5D73BAC44647B644B065F39D03004FEF,724.06.052-5,Medvědice,Oddíl,Řádné,2001
2013,12,236CE03F819B511AE58D7E1999D2544C,724.06.052-7,Antares,Oddíl,Řádné,2010
2013,19,EEE30909C7A5BDFA20467D50E0E984B7,724.06.052-1,Světlušky,Oddíl,Řádné,2000
2013,22,527AA499B20EA668167D5B366F6D9C55,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2009
2013,10,BB5004E2916583550889A7CD77D8A034,724.06.052-7,Antares,Oddíl,Řádné,2008
2013,7,9B9D81AE78D8D2BB50D8F6AE1C637607,724.06.052-1,Světlušky,Oddíl,Řádné,2012
2013,6,737684AC9A27B43E44EA627E131BBD14,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,8,727F25A737C1F19D2A08748E523E9BA4,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2013,10,70FB7215D977CFDAD0A89D39A6351485,724.06.052-7,Antares,Oddíl,Řádné,2009
2013,7,C814C74E649E2B1E0AD817496D3F562A,724.06.052-1,Světlušky,Oddíl,Řádné,2011
2013,10,23DFEAA7CB8527BFDBEB9843E799E02E,724.06.052-1,Světlušky,Oddíl,Řádné,2009
2013,8,E64550E35BC85F4DCDFAFA9571B53079,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2013
2013,5,C9C80843554E3164EDAB63736DBA37A3,724.06.051-2,Slůňata,Oddíl,Řádné,2013
2013,6,4AFDB8F96E71B525AE3579AF4952EFA5,724.06.051-2,Slůňata,Oddíl,Řádné,2011
2013,17,13EBF0DB2B5BBD7340EC21917BB4FE7D,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2004
2013,9,438EC826D0FB8BF3D5CBA8A3D021F31A,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,0
2013,15,227CFA111FC65A49867448B71E261705,724.06.052-1,Světlušky,Oddíl,Řádné,2003
2013,26,D553BCE2C0288294198BF53EC967F3C7,724.06.052-5,Medvědice,Oddíl,Řádné,2000
2013,16,B587BB7C393406E3E32355D7ACBCE466,724.06.051-6,Albion,Oddíl,Řádné,2004
2013,23,1F10DD148995A28C2068B3879B405DE8,724.06.051-6,Albion,Oddíl,Řádné,2004
2013,18,38A5DE702346C34A0BEED524679C85D9,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2000
2013,7,019A210A26B40AA96631ED460B38102C,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2013,17,50F9C36AB149A69080A139DBDF58FEC9,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2000
2013,11,09499EFB1F7C52F0A674ABDF82F7F71A,724.06.052-5,Medvědice,Oddíl,Řádné,2007
2013,16,09059728C10EA6BB4DCC0876D63E5C01,724.06.052-1,Světlušky,Oddíl,Řádné,2000
2013,20,C4559E2019E902244D2ECD859DCE94B5,724.06.052-1,Světlušky,Oddíl,Řádné,2000
2013,10,14CA8DC676EFE064151ECD9A0A7A2E9A,724.06.052-1,Světlušky,Oddíl,Řádné,2009
2013,15,B2EEC20C8634698C146740C706DD2B08,724.06.052-5,Medvědice,Oddíl,Řádné,2004
2013,21,EA2FFD50E48CDC1016721776FDE1EC65,724.06.051-6,Albion,Oddíl,Řádné,2000
2013,10,E1DB50FA8131583EF4A127195CB87669,724.06.052-1,Světlušky,Oddíl,Řádné,2006
2013,11,0C293C32E86C81AF49AD85729DD7636E,724.06.052-1,Světlušky,Oddíl,Řádné,2006
2013,9,5B5C25D7E3414C8573C2C3A12BA0D1FC,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2009
2013,5,810434B9CAD8F283BBEAEFF345849B1B,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,3,E91547293E29ABFDC07AC41F1E823010,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,12,3E462EA9F419A51F1CC7D98AED5500DA,724.06.052-7,Antares,Oddíl,Řádné,2009
2013,8,FE3F01B2DD90CAB26DE3E46EC3E6C84A,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2010
2013,45,EAE5C059BC158537BD9D7640080B4F50,724.06,6. středisko Zlín,Středisko,Řádné,1990
2013,12,3EE400888A62CCF93DF4A0F222A3BB77,724.06.052-7,Antares,Oddíl,Řádné,2007
2013,15,CCB9B30619C6D1753CEC64C15BA413D4,724.06.051-6,Albion,Oddíl,Řádné,2004
2013,17,44F288FC70504447076953FF1F7DFC0C,724.06.051-6,Albion,Oddíl,Řádné,2004
2013,15,4EFD87DCB1F4702DD98A3DD070FF77FA,724.06.051-6,Albion,Oddíl,Řádné,2006
2013,19,F185B4B406CB935479A6B4C3246DF82D,724.06.052-5,Medvědice,Oddíl,Řádné,2000
2013,11,A781D18FA459875E58EBCE9AF3319ED5,724.06.052-5,Medvědice,Oddíl,Řádné,2013
2013,11,6F32CA1DE06D03C6B70CCFEC24EA3CCA,724.06.052-1,Světlušky,Oddíl,Řádné,2009
2013,8,2EAE4314A410828AE5698EA2FEBD55D0,724.06.052-1,Světlušky,Oddíl,Řádné,2011
2013,6,943003FF023F95BC6AF5DC39815A800C,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,15,BC87ABE5F9F8441761A262A95FE2E767,724.06.051-6,Albion,Oddíl,Řádné,2004
2013,23,A7B6C1320C1F3D0ECBE65D63A3505537,724.06.051-6,Albion,Oddíl,Řádné,1999
2013,18,B2FD2EC522C86884B08CE570C55DFDFC,724.06.051-6,Albion,Oddíl,Řádné,2000
2013,11,3F0C40E107C2BF2E0CF3BFCFE4F4AC40,724.06.052-7,Antares,Oddíl,Řádné,2007
2013,24,BF767F60E09DB29933DAADB7FB2128A3,724.06.051-6,Albion,Oddíl,Řádné,2000
2013,9,D6FF010C8155DC58B953A6029E556BA3,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,0
2013,12,782BF90F0EDB9B1D0EE5A83782AF3308,724.06.052-7,Antares,Oddíl,Řádné,2012
2013,9,B31CD40CAF5B86CD54F23B1F6CE5A74C,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2009
2013,12,5E4442ACE0FEFFDF397597FF24E96DEC,724.06.052-7,Antares,Oddíl,Řádné,2010
2013,38,DCC9052A69AD24DF969AF2705589AC0C,724.06,6. středisko Zlín,Středisko,Řádné,1990
2013,12,DC0F23D50E5DEA83D79CAF4F1929FD19,724.06.052-7,Antares,Oddíl,Řádné,2007
2013,18,1970AB8BEF68AE8F2EB4585690043453,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2002
2013,16,FFC1BE218D761F5DE97807EB01DAB3E2,724.06.052-1,Světlušky,Oddíl,Řádné,2000
2013,10,8022140121C36C99D3442871E77AAACF,724.06.052-7,Antares,Oddíl,Řádné,2009
2013,4,C426B5263513AC85EDB5CB54E3586175,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,8,9F40D14B114479D5A323BC4FFB12E5E6,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2009
2013,24,B1B097AA7693093DFC1ACF57D43D0572,724.06.052-7,Antares,Oddíl,Řádné,2000
2013,13,DF504414A3BF411D2E0ADDA3A3B8A110,724.06.052-7,Antares,Oddíl,Řádné,2011
2013,23,FE396D0AB48DE52684AA58836A90C18F,724.06.052-1,Světlušky,Oddíl,Řádné,2000
2013,9,D496BA13D2F249DB7C6F48A03C6CFEFB,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2013,11,F0CD17C536B35D32219430496DD88F06,724.06.052-5,Medvědice,Oddíl,Řádné,2006
2013,9,B0AE41CBAB9F79BBA717BB389FE7D589,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2008
2013,11,AC9ADD9A04E28BE9CD5F593867D23379,724.06.052-7,Antares,Oddíl,Řádné,2008
2013,9,C86D74F304D2820AEB089B99F9CF5767,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2008
2013,9,973912251167FAAE941767B03FF413AC,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2008
2013,12,A5F4822BC647B71C79F1DB9C26297512,724.06.052-5,Medvědice,Oddíl,Řádné,2007
2013,26,390FE7822C9E58B5ADF2D1F78BD3BECB,724.06.052-7,Antares,Oddíl,Řádné,2000
2013,18,A33E222CB4C3BC79FC6849BC8782CD13,724.06.052-7,Antares,Oddíl,Řádné,2000
2013,9,30FAFC29814DC69F35431322F279AE27,724.06.052-1,Světlušky,Oddíl,Řádné,2009
2013,13,CE83FE1CA43324E37BE7886B630E6B52,724.06.052-5,Medvědice,Oddíl,Řádné,2009
2013,16,963481E1F4561CA69A6294B306D77C8C,724.06.051-6,Albion,Oddíl,Řádné,2008
2013,11,18F8BE240F5C490CBD4506AE0B8022BD,724.06.052-5,Medvědice,Oddíl,Řádné,2008
2013,8,5BA0221E875CCDEBC9B0ADBF12AC62E9,724.06.052-1,Světlušky,Oddíl,Řádné,2011
2013,16,9B70D90CEE3539284A8053CC9FD3E974,724.06.052-1,Světlušky,Oddíl,Řádné,2006
2013,29,C9CA1545FBA1918CC36009B28EFB9D3B,724.06.051-2,Slůňata,Oddíl,Řádné,1990
2013,12,BDD60B2613CA40A9C0F956CB8CE17187,724.06.052-5,Medvědice,Oddíl,Řádné,2009
2013,10,B6CB478977A4FEDF45CA95C032EB79C9,724.06.052-1,Světlušky,Oddíl,Řádné,2009
2013,9,45A13FAAE7556DF17D970325A2C52B86,724.06.052-1,Světlušky,Oddíl,Řádné,2011
2013,28,C0289D2B2B0D4CC655F75BA9B7AAB681,724.06.051-2,Slůňata,Oddíl,Řádné,1990
2013,8,341EF81930CC83461BA95113881A86CA,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2013,11,BA8129A83FFF2B5C29B2914851ABE760,724.06.052-5,Medvědice,Oddíl,Řádné,2013
2013,7,0C38EA675090E969B991DF11A9159057,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2011
2013,5,DE4097A719AAB1BE062C20A1DABB6BF2,724.06.051-2,Slůňata,Oddíl,Řádné,2011
2013,9,7C3A7E18B3D01DB9D2BD39D2327D68B3,724.06.052-1,Světlušky,Oddíl,Řádné,2011
2013,16,3144C590E372BEC07D2580CB49B551BF,724.06.051-6,Albion,Oddíl,Řádné,2011
2013,16,C1B610AAF5A83FA3B673F1F0794AD3DF,724.06.051-6,Albion,Oddíl,Řádné,2011
2013,8,6F18724250AB3B9F1F3219E6335FF1D5,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2013,8,BC7541EFB4FE5847BD796A8C69BF7FB7,724.06.052-1,Světlušky,Oddíl,Řádné,2011
2013,10,DF62ED4CCCCFA29406F2EA6A5351596B,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2013,12,1200740E58B7892E4B6235FF059C4788,724.06.052-7,Antares,Oddíl,Řádné,2009
2013,17,344437E0D90F424809E0D7E6CB5CCC1B,724.06.052-7,Antares,Oddíl,Řádné,2008
2013,15,D633C904C156DAF4E203BF2A5F36C3D4,724.06.052-7,Antares,Oddíl,Řádné,2008
2013,8,11A8E9F96EBB09FE69C205BAE85EF3C8,724.06.052-1,Světlušky,Oddíl,Řádné,2009
2013,11,2AB08038FA93B273221FAD8767AFFC2E,724.06.052-7,Antares,Oddíl,Řádné,2009
2013,10,07F6D33DCA1CF6065F438ACBD8A70406,724.06.052-7,Antares,Oddíl,Řádné,2009
2013,7,9FDCB977F7C660B2FF01974CEFE5208B,724.06.052-1,Světlušky,Oddíl,Řádné,2011
2013,41,9AC8D4A8857714B5DABC02855E1EC538,724.06,6. středisko Zlín,Středisko,Řádné,2000
2013,5,A3730BA5A93E05C22BA606FEED18202B,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,9,ADDCDBD14E419533E4B262167F8EDE66,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2008
2013,7,D3D7BB724E6EB1B8328103FA16EC96C9,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2009
2013,9,25A0C61623773383E75A58E5709CD02F,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,0
2013,19,35DBCE4DBB0661190F689D10BAB541C5,724.06.052-7,Antares,Oddíl,Řádné,2004
2013,9,A6B5017ADA005FDA256C34DEFB1AC207,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2008
2013,7,CA268E54D944CE3AB1782264DA74248B,724.06.052-1,Světlušky,Oddíl,Řádné,2012
2013,9,2AE139ED74947BA1DAB54EA98A3625AD,724.06.052-1,Světlušky,Oddíl,Řádné,2011
2013,20,61C604A7FA86009D47DA962B638246E3,724.06.052-5,Medvědice,Oddíl,Řádné,1998
2013,10,C7EA59025D5E64E69C63C320F2E06540,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2013,19,989B36AD03608A05C80B5D9B290B7323,724.06.052-5,Medvědice,Oddíl,Řádné,1998
2013,16,7C46F472B263A554B3073F15688A5A8D,724.06.052-7,Antares,Oddíl,Řádné,2008
2013,27,F596DE0D4958998C04EAE7FE6607B785,724.06.051-6,Albion,Oddíl,Řádné,2000
2013,22,CC09C6FCBE927F9D03FA300AE607B2B6,724.06.052-1,Světlušky,Oddíl,Řádné,2000
2013,17,E093F621E20FE6C59AFE87AD2B197775,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2004
2013,10,04797B2BD241D72CF976C30C6DD77AEC,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2008
2013,11,C60064B076583F42CA427278F87E47BA,724.06.052-7,Antares,Oddíl,Řádné,2009
2013,11,080F9DCF0A71F30F748172840FE588CC,724.06.052-7,Antares,Oddíl,Řádné,2009
2013,8,636EEB2CEF3963F2C00E3CF57442938F,724.06.052-1,Světlušky,Oddíl,Řádné,2011
2013,5,02E8DC510FCB126B2E7987BB7C4871E5,724.06.051-2,Slůňata,Oddíl,Řádné,2011
2013,7,DDEEB432A7ABC5F5B704E7642CDD3D4F,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2013,12,EBB445CF030D66FFD7066F0DCEE48F3D,724.06.052-7,Antares,Oddíl,Řádné,2009
2013,17,3EAEB5F64DE951D65C394AF68E153827,724.06.052-5,Medvědice,Oddíl,Řádné,2002
2013,11,A85318F45B4D984D38FAA11DE09E5852,724.06.052-7,Antares,Oddíl,Řádné,2007
2013,9,2EFD6A7F8E947C225E021B9525050677,724.06.052-1,Světlušky,Oddíl,Řádné,2008
2013,6,9F9AD78576E6DBB4894DB09588C669C5,724.06.051-2,Slůňata,Oddíl,Řádné,2010
2013,39,7D51D351C22896CF8E3D4FDBC5140CD8,724.06,6. středisko Zlín,Středisko,Řádné,2000
2013,8,8849215DA1DF5057BF9C5AEA5B351BED,724.06.052-1,Světlušky,Oddíl,Řádné,2008
2013,9,062EA598376112699749A03A6CB564F9,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2008
2013,14,0CB44F9C65EB18ACF94B95D395EC8EAB,724.06.052-7,Antares,Oddíl,Řádné,2010
2013,6,524897956657246AABF6A8C53509F4AA,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,17,B51A74064617DBAF1B0412217F9E7981,724.06.052-7,Antares,Oddíl,Řádné,2000
2013,6,E148C94D8E2FF3BE96B7C2E9A0D23EBB,724.06.051-2,Slůňata,Oddíl,Řádné,2010
2013,9,48D830277DF426657DE3E59229CE12D4,724.06.052-1,Světlušky,Oddíl,Řádné,2008
2013,3,BFB755E9AF656CBE0BD9949F18A8A65C,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,10,D1E70C261563310CBC3EE27BF1BB4CE0,724.06.052-1,Světlušky,Oddíl,Řádné,2007
2013,9,8F8261894C575040C95B95D2679EAEA5,724.06.052-1,Světlušky,Oddíl,Řádné,2012
2013,24,22F2DBD69E09B9FDFF6CB1E803A95B9D,724.06.051-6,Albion,Oddíl,Řádné,2000
2013,10,9B7C40D86DF84A1C71AF9007D82328F6,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,0
2013,7,99DDFBAF811F4EB2BAB4DB8289F8BA22,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2009
2013,7,E48D56D90FC95C34592A278DC384D414,724.06.052-1,Světlušky,Oddíl,Řádné,2011
2013,13,09D4AAEA69B9A421F7A140A0B9136E3E,724.06.052-5,Medvědice,Oddíl,Řádné,2008
2013,16,E1E97902EDFC14287FA876D8A8900B2C,724.06.052-7,Antares,Oddíl,Řádné,2008
2013,14,E9F1CC36B9D7226BDD7E120958118B70,724.06.052-5,Medvědice,Oddíl,Řádné,2009
2013,15,DC3A18BACADE570B0E7C6131B68CEA26,724.06.051-6,Albion,Oddíl,Řádné,2008
2013,21,76ED90244F89B6877B6D0BD67E558767,724.06.051-2,Slůňata,Oddíl,Řádné,1999
2013,14,696112740977532B1598B15D9CD7A67F,724.06.052-7,Antares,Oddíl,Řádné,2011
2013,4,C8C59674C6E38D8EDE24933747F98701,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,23,B1EDDF4A47856900A5494439A1897118,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2013
2013,8,E780298E32EF1C294C528527A72FDE70,724.06.052-1,Světlušky,Oddíl,Řádné,2012
2013,11,DE878C8FF351F231C3C91D727DD6099F,724.06.052-5,Medvědice,Oddíl,Řádné,2007
2013,16,1572B198C1FF9F39BB69278801F1CE3B,724.06.051-6,Albion,Oddíl,Řádné,2002
2013,13,9085D30A1119048961F2BBF56718C7D4,724.06.052-5,Medvědice,Oddíl,Řádné,2013
2013,10,3D020113BDA29B3EDD241B84CDDEBAA8,724.06.052-7,Antares,Oddíl,Řádné,2010
2013,4,A6C277372373F73A8E49949337E8C0CC,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,6,9B891EC32BD4B68C788C81A9261EDA88,724.06.051-2,Slůňata,Oddíl,Řádné,2010
2013,62,59C38B899AC6FE969CFBDD8FA91A8A2E,724.06,6. středisko Zlín,Středisko,Řádné,1968
2013,6,C9D6D2010450842B6524147E8EC393A0,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,17,F1BA71F73E1998D37496041082B2AD00,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2003
2013,22,1F382369404A85F8EE6932190721C15B,724.06.052-5,Medvědice,Oddíl,Řádné,1998
2013,25,2444DC9A8D699014117A65365059B946,724.06.051-6,Albion,Oddíl,Řádné,1996
2013,13,5A2B26D22FF155F0BFF2FE5EA3ADBCB9,724.06.052-5,Medvědice,Oddíl,Řádné,2011
2013,13,C34A64C0273E472D06B9FF2E70A05899,724.06.052-5,Medvědice,Oddíl,Řádné,2008
2013,8,5589A2377A81B8F83041A8F8EC23DE63,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2013
2013,16,88D4FD6D612B8F53F94C663CD4B3C8CA,724.06.052-5,Medvědice,Oddíl,Řádné,2004
2013,9,9D1F5B19E2F8AA1D1E35CA89CE4A7E49,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2008
2013,12,9A380207DA6BE8FD5BEF03BFFC16926B,724.06.052-7,Antares,Oddíl,Řádné,2008
2013,6,C9E5766726A9745880C4644E0A9D930A,724.06.051-2,Slůňata,Oddíl,Řádné,2010
2013,7,5E6F959FFC4B77C87A3CF581C2F5A36A,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2013,9,F512D9D5670710A262F25162C2F276AE,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2013,7,2A86811267ACED3BA304531522800EF3,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2013,10,DE59C5823405C0B21E3CEB742DBA6C7E,724.06.052-7,Antares,Oddíl,Řádné,2009
2013,17,DFA39DCE288F4DEAF0C582E57B7186F7,724.06.052-5,Medvědice,Oddíl,Řádné,2004
2013,17,DFA39DCE288F4DEAF0C582E57B7186F7,724.06.051-2,Slůňata,Oddíl,Hostování,2004
2013,17,EAA89BF5BBAEB0BA4731A92798929179,724.06.052-5,Medvědice,Oddíl,Řádné,2004
2013,14,33C80F9D83C5EC31DBAB6FF0023D0F51,724.06.052-5,Medvědice,Oddíl,Řádné,2011
2013,18,5E69F78DAA418D316EC4A32535A3B32D,724.06.052-1,Světlušky,Oddíl,Řádné,2006
2013,26,AC88D328A9F629B0CB381D8B0A440CB8,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2007
2013,7,5904BAE3C0B3CEBB9B89E84CFF6ACCA1,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2011
2013,7,7F0061D034616B3BF6ACBC094829A4C7,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2011
2013,10,F74C49863CF4456A215054924CF23ED1,724.06.052-7,Antares,Oddíl,Řádné,2007
2013,9,13E9F1A1E8056AE54ECEB627DD00D47C,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2008
2013,4,E8CFED56F308FD034A13F2657DDE58DC,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,12,F93FAAA1951379345D1679B2AB59F89A,724.06.052-5,Medvědice,Oddíl,Řádné,2008
2013,15,4E134D977B33C28AFB529FE50E12B604,724.06.051-2,Slůňata,Oddíl,Řádné,2000
2013,14,1948A64AFBE3DAFCAB3263B256053081,724.06.052-7,Antares,Oddíl,Řádné,2007
2013,11,739BA77FF4DC1975E863C1041D71A5D1,724.06.052-7,Antares,Oddíl,Řádné,2008
2013,7,1BE494FC1119FF7502E3885548655A19,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2013,9,8383F5145D7D8DDC2716FC03F67A08FF,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2013,9,7B40E2FDE05D0C5A8F2931CBA5E1E3E7,724.06.052-1,Světlušky,Oddíl,Řádné,2012
2013,6,A8AB0B86418A4988245A91A5152CD872,724.06.051-2,Slůňata,Oddíl,Řádné,2011
2013,8,906B66B984F2FA57646154F365DDF9DD,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2013,4,C4F9067D107049F63F702952A6825533,724.06.051-2,Slůňata,Oddíl,Řádné,2012
2013,10,1A9EA396719AC3009FF6EBDE01757C09,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2013,15,D7E6C70196E44E0E8FD745AF62689D50,724.06.052-5,Medvědice,Oddíl,Řádné,2009
2013,10,198B12F0AAA2579EF267ADE1D9494AE5,724.06.052-1,Světlušky,Oddíl,Řádné,2012
2013,18,564407A9D2D4CDEEC8834BF20F28CC80,724.06.052-5,Medvědice,Oddíl,Řádné,2000
2013,14,822C26AC48B36CD9E8A236FC9EA7E85A,724.06.052-5,Medvědice,Oddíl,Řádné,2005
2012,8,2ADD97F0A8E21F792C3DD9751584B0B1,724.06.051-3,51. oddíl Vlčata,Oddíl,Řádné,2012
2012,10,7093CDD06A9C8C819002A0C83F931DAA,724.06.052-1,Světlušky,Oddíl,Řádné,2010
2012,10,BE0D7960F7B34DED73A0D1FF76A8868A,724.06.052-7,Antares,Oddíl,Řádné,2011
2012,16,BCB50BD9B7399CED49E5B7A24E488869,724.06.051-6,Albion,Oddíl,Řádné,2001
2012,17,5D73BAC44647B644B065F39D03004FEF,724.06.052-5,Medvědice,Oddíl,Řádné,2001
2012,11,236CE03F819B511AE58D7E1999D2544C,724.06.052-7,Antares,Oddíl,Řádné,2010
2012,18,EEE30909C7A5BDFA20467D50E0E984B7,724.06.052-1,Světlušky,Oddíl,Řádné,2000
